file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\pulsar\PulsarContainerFactoryCustomizersTests.java,org.springframework.boot.autoconfigure.pulsar.PulsarContainerFactoryCustomizersTests$TestPulsarListenersContainerFactoryCustomizer,innerclass,2,2,0,2,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\security\servlet\UserDetailsServiceAutoConfigurationTests.java,org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfigurationTests$TestSecurityConfiguration,innerclass,4,4,0,4,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\web\reactive\error\DefaultErrorWebExceptionHandlerIntegrationTests.java,org.springframework.boot.autoconfigure.web.reactive.error.DefaultErrorWebExceptionHandlerIntegrationTests$CustomErrorAttributesWithoutDelegation$Anonymous2,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,3,1,1,0,1,0,0,0,0,9,-1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\r2dbc\ConnectionFactoryBeanCreationFailureAnalyzer.java,org.springframework.boot.autoconfigure.r2dbc.ConnectionFactoryBeanCreationFailureAnalyzer,class,5,6,1,5,9,2,0,15,13,0.6666667,0.0,0.0,6,0,0,4,1,1,2,0,0,0,1,0,0,1,0,0,1,0,5,49,5,0,1,0,0,12,0,7,1,7,1,0,0,0,66,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\web\mappings\servlet\DispatcherServletsMappingDescriptionProvider.java,org.springframework.boot.actuate.web.mappings.servlet.DispatcherServletsMappingDescriptionProvider$DispatcherServletsMappingDescriptionProviderRuntimeHints,innerclass,4,4,0,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\jooq\DefaultExceptionTranslatorExecuteListener.java,org.springframework.boot.autoconfigure.jooq.DefaultExceptionTranslatorExecuteListener,class,7,9,2,7,10,1,0,10,1,0.5555556,0.33333334,0.5,6,0,1,2,0,3,4,0,0,0,3,1,0,3,0,0,2,0,0,49,1,1,4,0,1,3,0,7,0,6,1,0,1,0,69,16,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-devtools\src\test\java\org\springframework\boot\devtools\env\DevToolPropertiesIntegrationTests.java,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests$MockInitializer,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\data\mongo\MongoRepositoriesAutoConfigurationTests.java,org.springframework.boot.autoconfigure.data.mongo.MongoRepositoriesAutoConfigurationTests$SortOfInvalidCustomConfiguration,innerclass,4,4,0,4,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\web\mappings\MappingsEndpointAutoConfigurationTests.java,org.springframework.boot.actuate.autoconfigure.web.mappings.MappingsEndpointAutoConfigurationTests,class,14,14,0,14,2,1,0,9,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,1,1,0,0,2,1,0,0,2,25,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\quartz\QuartzEndpoint.java,org.springframework.boot.actuate.quartz.QuartzEndpoint$QuartzDescriptor,innerclass,2,2,0,2,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,19,25,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\cloudfoundry\servlet\CloudFoundrySecurityService.java,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundrySecurityService,class,7,12,5,7,16,1,0,16,0,0.5555555,1.0,1.0,6,0,0,2,0,4,4,0,0,0,3,0,0,3,0,0,2,0,0,70,6,1,1,4,0,18,0,10,4,9,2,0,0,0,91,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\metrics\MeterValue.java,org.springframework.boot.actuate.autoconfigure.metrics.MeterValue,class,2,5,3,2,16,1,0,9,0,0.125,0.6,0.6,8,3,3,3,0,2,5,0,0,0,1,0,0,1,0,0,1,0,2,54,13,0,4,1,0,0,0,4,0,3,2,0,0,0,67,17,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\jersey\JerseyAutoConfigurationCustomFilterPathTests.java,org.springframework.boot.autoconfigure.jersey.JerseyAutoConfigurationCustomFilterPathTests$Application,innerclass,7,7,0,7,3,2,0,2,3,0.6666667,0.0,0.0,3,1,1,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,4,0,0,1,1,0,0,0,0,8,9,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\metrics\MetricsProperties.java,org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$System$Diskspace,innerclass,0,0,0,0,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,9,1,0,0,0,0,1,0,2,0,1,0,0,0,0,12,9,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\scheduling\ScheduledTasksEndpoint.java,org.springframework.boot.actuate.scheduling.ScheduledTasksEndpoint$TaskDescriptor,innerclass,6,6,0,6,7,1,0,5,0,0.53333336,0.6666667,1.0,5,0,3,1,1,0,4,0,3,0,3,0,0,3,0,0,3,0,0,30,6,0,2,0,0,0,0,5,0,5,1,0,0,0,21,1033,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\cache\CacheManagerCustomizers.java,org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers,class,3,14,11,3,3,1,0,5,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,10,1,0,1,0,1,1,0,1,0,2,0,0,0,1,33,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\endpoint\web\reactive\WebFluxEndpointIntegrationTests.java,org.springframework.boot.actuate.endpoint.web.reactive.WebFluxEndpointIntegrationTests$ReactiveConfiguration,innerclass,17,17,0,17,4,1,0,10,6,0.75,0.0,0.0,4,0,0,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,2,19,4,0,0,0,0,4,1,3,0,4,0,0,0,1,36,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\endpoint\web\WebEndpointAutoConfiguration.java,org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration,class,28,32,4,28,9,1,0,10,10,0.5555556,0.3611111,0.5833333,9,0,8,0,0,1,9,0,0,0,2,0,0,2,0,0,2,0,0,39,8,0,0,0,0,3,0,4,0,4,0,0,1,0,42,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\startup\StartupEndpointAutoConfiguration.java,org.springframework.boot.actuate.autoconfigure.startup.StartupEndpointAutoConfiguration$ApplicationStartupCondition,innerclass,7,7,0,7,2,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,4,0,2,1,2,1,0,0,0,27,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\web\servlet\error\BasicErrorControllerIntegrationTests.java,org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorControllerIntegrationTests$TestConfiguration$Errors$ExpectedException,innerclass,1,1,0,1,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\DefaultContributorRegistryTests.java,org.springframework.boot.actuate.health.DefaultContributorRegistryTests,class,7,7,0,7,16,1,0,30,0,0.35416666,0.74285716,0.74285716,16,0,0,1,0,15,15,0,0,0,3,0,0,3,0,0,2,0,2,87,1,0,0,0,0,39,5,10,0,8,0,0,0,5,66,1024,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\data\redis\JedisClientConfigurationBuilderCustomizer.java,org.springframework.boot.autoconfigure.data.redis.JedisClientConfigurationBuilderCustomizer,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\context\ShutdownEndpoint.java,org.springframework.boot.actuate.context.ShutdownEndpoint,class,7,8,1,7,6,1,0,8,0,0.0,1.0,1.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,41,2,0,1,2,0,1,1,2,0,2,1,0,1,0,32,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\data\elasticsearch\ElasticsearchDataConfiguration.java,org.springframework.boot.autoconfigure.data.elasticsearch.ElasticsearchDataConfiguration$JavaClientConfiguration,innerclass,9,9,0,9,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-docker-compose\src\test\java\org\springframework\boot\docker\compose\service\connection\cassandra\CassandraEnvironmentTests.java,org.springframework.boot.docker.compose.service.connection.cassandra.CassandraEnvironmentTests,class,2,2,0,2,3,1,0,5,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,7,0,3,0,3,0,0,0,0,15,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\metrics\http\OutcomeTests.java,org.springframework.boot.actuate.metrics.http.OutcomeTests,class,2,2,0,2,12,1,0,3,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,33,0,5,0,0,0,0,12,5,0,5,1,0,0,0,24,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\liquibase\LiquibaseEndpointDocumentationTests.java,org.springframework.boot.actuate.autoconfigure.liquibase.LiquibaseEndpointDocumentationTests$TestConfiguration,innerclass,7,7,0,7,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\freemarker\AbstractFreeMarkerConfiguration.java,org.springframework.boot.autoconfigure.freemarker.AbstractFreeMarkerConfiguration,class,5,9,4,5,6,1,3,16,0,0.4,1.0,1.0,5,0,0,2,3,0,3,0,1,0,2,0,0,2,0,0,2,0,0,31,3,1,0,0,0,2,0,4,0,4,1,0,0,0,24,1024,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-docs\src\main\java\org\springframework\boot\docs\actuator\metrics\registeringcustom\MyBean.java,org.springframework.boot.docs.actuator.metrics.registeringcustom.MyBean,class,3,3,0,3,1,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-devtools\src\main\java\org\springframework\boot\devtools\restart\RestartInitializer.java,org.springframework.boot.devtools.restart.RestartInitializer,interface,1,7,6,1,1,1,0,0,0,1.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,35,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\cache\CacheConfigurations.java,org.springframework.boot.autoconfigure.cache.CacheConfigurations,class,11,13,2,11,7,1,0,18,1,0.33333334,0.33333334,0.33333334,3,2,0,1,0,2,3,0,0,0,1,1,0,1,0,0,1,0,1,32,2,1,1,0,0,2,0,3,2,3,2,0,0,1,29,16,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\CompositeReactiveHealthContributorTests.java,org.springframework.boot.actuate.health.CompositeReactiveHealthContributorTests,class,6,6,0,6,2,1,0,14,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,9,0,10,0,0,0,4,22,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\data\cassandra\CassandraReactiveRepositoriesAutoConfigurationTests.java,org.springframework.boot.autoconfigure.data.cassandra.CassandraReactiveRepositoriesAutoConfigurationTests$EmptyConfiguration,innerclass,5,5,0,5,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\security\reactive\EndpointRequestIntegrationTests.java,org.springframework.boot.actuate.autoconfigure.security.reactive.EndpointRequestIntegrationTests$TestEndpoint1,innerclass,3,3,0,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\Milestone.java,org.springframework.boot.build.bom.bomr.github.Milestone,class,0,4,4,0,5,1,0,0,0,0.46666667,0.6,1.0,5,0,4,0,0,1,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,2,0,3,1,3,0,0,0,0,27,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\metrics\MeterRegistryPostProcessorTests.java,org.springframework.boot.actuate.autoconfigure.metrics.MeterRegistryPostProcessorTests,class,17,18,1,17,18,1,0,29,0,0.47530863,1.0,1.0,18,0,0,3,0,15,15,0,0,0,9,0,0,9,0,0,4,0,2,135,2,0,0,1,0,4,0,26,0,31,1,0,0,0,69,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\security\reactive\EndpointRequestIntegrationTests.java,org.springframework.boot.actuate.autoconfigure.security.reactive.EndpointRequestIntegrationTests$TestEndpoint3,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\security\reactive\EndpointRequestIntegrationTests.java,org.springframework.boot.actuate.autoconfigure.security.reactive.EndpointRequestIntegrationTests$TestEndpoint2,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\http\HttpMessageConvertersAutoConfigurationTests.java,org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfigurationTests$JacksonObjectMapperConfig,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\endpoint\jmx\JmxEndpointExporterTests.java,org.springframework.boot.actuate.endpoint.jmx.JmxEndpointExporterTests,class,17,17,0,17,13,1,0,23,0,0.3692308,1.0,1.0,13,0,0,0,0,13,13,0,0,0,5,0,0,5,0,0,2,0,0,70,0,0,0,0,0,11,0,4,0,8,0,0,1,8,74,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\pulsar\PulsarReactivePropertiesMapper.java,org.springframework.boot.autoconfigure.pulsar.PulsarReactivePropertiesMapper,class,12,14,2,12,8,1,0,13,0,0.125,0.6,0.6,8,0,0,3,0,5,5,0,0,0,1,0,0,1,0,0,1,0,0,65,0,0,0,0,0,0,0,13,0,13,0,0,0,0,30,16,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\web\reactive\WebFluxAutoConfiguration.java,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$ProblemDetailsErrorHandlingConfiguration,innerclass,7,7,0,7,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\admin\SpringApplicationAdminJmxAutoConfiguration.java,org.springframework.boot.autoconfigure.admin.SpringApplicationAdminJmxAutoConfiguration,class,8,8,0,8,3,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,0,13,1,1,1,0,0,3,0,3,0,3,2,0,0,0,59,1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\startup\StartupEndpointDocumentationTests.java,org.springframework.boot.actuate.autoconfigure.startup.StartupEndpointDocumentationTests,class,8,9,1,8,4,2,0,16,6,0.0,0.0,0.0,4,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,34,0,2,0,2,0,0,1,0,57,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\batch\BatchAutoConfigurationTests.java,org.springframework.boot.autoconfigure.batch.BatchAutoConfigurationTests$BatchDataSourceConfiguration,innerclass,3,3,0,3,2,1,0,4,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,4,0,0,0,0,0,0,0,0,12,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\CompositeHealthTests.java,org.springframework.boot.actuate.health.CompositeHealthTests,class,5,5,0,5,6,1,0,17,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,20,0,15,3,15,0,0,0,1,43,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\integration\IntegrationProperties.java,org.springframework.boot.autoconfigure.integration.IntegrationProperties$Jdbc,innerclass,1,1,0,1,6,1,0,0,9,0.75000006,0.2,0.2,6,0,6,0,0,0,6,0,0,0,4,1,0,4,0,0,1,0,0,24,3,0,0,0,0,2,0,6,1,4,0,0,0,0,44,9,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\jms\activemq\ActiveMQAutoConfigurationTests.java,org.springframework.boot.autoconfigure.jms.activemq.ActiveMQAutoConfigurationTests$TestConnectionDetailsConfiguration$Anonymous1,anonymous,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,-1,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\security\servlet\SecurityAutoConfigurationTests.java,org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfigurationTests$EntityConfiguration,innerclass,3,3,0,3,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\info\EnvironmentInfoContributorTests.java,org.springframework.boot.actuate.info.EnvironmentInfoContributorTests,class,7,8,1,7,4,1,0,13,0,0.0,1.0,1.0,4,1,0,1,0,3,3,0,0,0,1,0,0,1,0,0,1,0,3,26,1,0,0,0,0,13,1,6,0,6,0,0,0,0,26,0,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\security\servlet\UserDetailsServiceAutoConfiguration.java,org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration$MissingAlternativeOrUserPropertiesConfigured$MissingAlternative,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,24,0
